year,OCC_CODE,OCC_TITLE,TOT_EMP,H_MEAN,A_MEAN,total employment,EMP_SHR
2017,33-9000,Other Protective Service Workers,1559360,14.98,31170.0,427647420,0.0036463683096696806
2017,33-9010,Animal Control Workers,12700,18.07,37580.0,427647420,2.969736143854206e-05
2017,33-9011,Animal Control Workers,12700,18.07,37580.0,427647420,2.969736143854206e-05
2017,33-9020,Private Detectives and Investigators,30980,26.48,55080.0,427647420,7.244285491071126e-05
2017,33-9021,Private Detectives and Investigators,30980,26.48,55080.0,427647420,7.244285491071126e-05
2017,33-9030,Security Guards and Gaming Surveillance Officers,1115730,14.8,30780.0,427647420,0.0026089950454979945
2017,33-9031,Gaming Surveillance Officers and Gaming Investigators,10290,17.39,36160.0,427647420,2.406187788996833e-05
2017,33-9032,Security Guards,1105440,14.78,30730.0,427647420,0.002584933167608026
2017,33-9090,Miscellaneous Protective Service Workers,399960,14.51,30180.0,427647420,0.000935256431571597
2017,33-9091,Crossing Guards,76440,14.5,30170.0,427647420,0.0001787453786111933
2017,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",145660,11.33,23570.0,427647420,0.00034060769032582964
2017,33-9093,Transportation Security Screeners,42470,19.69,40960.0,427647420,9.931078270038435e-05
2017,33-9099,"Protective Service Workers, All Other",135390,16.31,33930.0,427647420,0.00031659257993418973
2017,35-1000,Supervisors of Food Preparation and Serving Workers,1058870,17.89,37220.0,427647420,0.0024760350477503173
2017,35-1010,Supervisors of Food Preparation and Serving Workers,1058870,17.89,37220.0,427647420,0.0024760350477503173
2017,35-1011,Chefs and Head Cooks,131430,23.87,49650.0,427647420,0.000307332615265164
2017,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,927440,17.05,35460.0,427647420,0.0021687024324851534
2017,35-2000,Cooks and Food Preparation Workers,3207700,12.04,25040.0,427647420,0.007500805219402469
2017,35-2010,Cooks,2375000,12.23,25440.0,427647420,0.005553640426499007
2017,35-2011,"Cooks, Fast Food",503780,10.39,21610.0,427647420,0.0011780265153943873
2017,35-2012,"Cooks, Institution and Cafeteria",404120,13.2,27450.0,427647420,0.0009449840712239068
2017,35-2013,"Cooks, Private Household",500,20.67,42990.0,427647420,1.1691874582103172e-06
2017,35-2014,"Cooks, Restaurant",1276510,12.71,26440.0,427647420,0.0029849589645601043
2017,35-2015,"Cooks, Short Order",174230,11.57,24060.0,427647420,0.0004074150616879672
2017,35-2019,"Cooks, All Other",15870,14.38,29900.0,427647420,3.711000992359547e-05
2017,35-2020,Food Preparation Workers,832690,11.49,23900.0,427647420,0.0019471414091542982
2017,35-2021,Food Preparation Workers,832690,11.49,23900.0,427647420,0.0019471414091542982
2017,35-3000,Food and Beverage Serving Workers,7515370,11.16,23220.0,427647420,0.017573752695620143
2017,35-3010,Bartenders,613350,12.63,26260.0,427647420,0.0014342422549865961
2017,35-3011,Bartenders,613350,12.63,26260.0,427647420,0.0014342422549865961
2017,35-3020,Fast Food and Counter Workers,4053160,10.28,21380.0,427647420,0.00947780767623946
2017,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",3576220,10.21,21230.0,427647420,0.008362543143601802
2017,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",476940,10.83,22530.0,427647420,0.0011152645326376574
2017,35-3030,Waiters and Waitresses,2584220,12.15,25280.0,427647420,0.006042875226512532
2017,35-3031,Waiters and Waitresses,2584220,12.15,25280.0,427647420,0.006042875226512532
2017,35-3040,"Food Servers, Nonrestaurant",264630,11.61,24150.0,427647420,0.0006188041541323925
2017,35-3041,"Food Servers, Nonrestaurant",264630,11.61,24150.0,427647420,0.0006188041541323925
2017,35-9000,Other Food Preparation and Serving Related Workers,1411160,10.86,22580.0,427647420,0.0032998211470561425
2017,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,436730,11.08,23050.0,427647420,0.0010212384772483837
2017,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,436730,11.08,23050.0,427647420,0.0010212384772483837
2017,35-9020,Dishwashers,503540,10.68,22210.0,427647420,0.0011774653054144463
2017,35-9021,Dishwashers,503540,10.68,22210.0,427647420,0.0011774653054144463
2017,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",414540,10.72,22290.0,427647420,0.0009693499378530099
2017,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",414540,10.72,22290.0,427647420,0.0009693499378530099
2017,35-9090,Miscellaneous Food Preparation and Serving Related Workers,56350,11.72,24380.0,427647420,0.00013176742654030275
2017,35-9099,"Food Preparation and Serving Related Workers, All Other",56350,11.72,24380.0,427647420,0.00013176742654030275
2017,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,255410,21.82,45380.0,427647420,0.0005972443374029942
2017,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,255410,21.82,45380.0,427647420,0.0005972443374029942
2017,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,155090,20.37,42380.0,427647420,0.00036265856578767623
2017,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",100320,24.05,50020.0,427647420,0.00023458577161531805
2017,37-2000,Building Cleaning and Pest Control Workers,3176790,13.06,27170.0,427647420,0.007428526050735908
2017,37-2010,Building Cleaning Workers,3101660,12.95,26940.0,427647420,0.007252843943265226
2017,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2164040,13.41,27900.0,427647420,0.00506033685413091
2017,37-2012,Maids and Housekeeping Cleaners,922660,11.84,24630.0,427647420,0.0021575250003846628
2017,37-2019,"Building Cleaning Workers, All Other",14970,15.23,31690.0,427647420,3.50054724988169e-05
2017,37-2020,Pest Control Workers,75130,17.6,36610.0,427647420,0.00017568210747068229
2017,37-2021,Pest Control Workers,75130,17.6,36610.0,427647420,0.00017568210747068229
2017,37-3000,Grounds Maintenance Workers,992240,14.58,30330.0,427647420,0.0023202291270692102
2017,37-3010,Grounds Maintenance Workers,992240,14.58,30330.0,427647420,0.0023202291270692102
2017,37-3011,Landscaping and Groundskeeping Workers,912360,14.28,29700.0,427647420,0.00213343973874553
2017,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",25900,17.97,37370.0,427647420,6.056391033529443e-05
2017,37-3013,Tree Trimmers and Pruners,41140,18.55,38580.0,427647420,9.62007440615449e-05
2017,37-3019,"Grounds Maintenance Workers, All Other",12840,16.75,34850.0,427647420,3.0024733926840948e-05
2017,39-1000,Supervisors of Personal Care and Service Workers,244300,20.04,41690.0,427647420,0.000571264992081561
2017,39-1010,First-Line Supervisors of Gaming Workers,61340,23.85,49600.0,427647420,0.00014343591737324171
2017,39-1020,First-Line Supervisors of Personal Service Workers,213620,19.5,40550.0,427647420,0.000499523649645776
2017,39-1021,First-Line Supervisors of Personal Service Workers,213620,19.5,40550.0,427647420,0.000499523649645776
2017,39-2000,Animal Care and Service Workers,204850,12.42,25840.0,427647420,0.000479016101628767
2017,39-2010,Animal Trainers,14340,16.71,34760.0,427647420,3.35322963014719e-05
2017,39-2011,Animal Trainers,14340,16.71,34760.0,427647420,3.35322963014719e-05
2017,39-2020,Nonfarm Animal Caretakers,190520,12.1,25170.0,427647420,0.0004455071890764593
2017,39-2021,Nonfarm Animal Caretakers,190520,12.1,25170.0,427647420,0.0004455071890764593
2017,39-3000,Entertainment Attendants and Related Workers,586270,11.25,23390.0,427647420,0.0013709190622499254
2017,39-3010,Gaming Services Workers,115130,11.51,23950.0,427647420,0.00026921710412750765
2017,39-3011,Gaming Dealers,94260,11.02,22910.0,427647420,0.000220415219621809
2017,39-3012,Gaming and Sports Book Writers and Runners,11210,13.25,27550.0,427647420,2.6213182813075314e-05
2017,39-3019,"Gaming Service Workers, All Other",9660,14.38,29910.0,427647420,2.258870169262333e-05
2017,39-3020,Motion Picture Projectionists,5700,11.92,24790.0,427647420,1.3328737023597617e-05
2017,39-3021,Motion Picture Projectionists,5700,11.92,24790.0,427647420,1.3328737023597617e-05
2017,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",124710,10.85,22580.0,427647420,0.00029161873582681734
2017,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",124710,10.85,22580.0,427647420,0.00029161873582681734
2017,39-3090,Miscellaneous Entertainment Attendants and Related Workers,340740,11.29,23480.0,427647420,0.000796777869021167
2017,39-3091,Amusement and Recreation Attendants,310970,10.94,22760.0,427647420,0.0007271644477593247
2017,39-3092,Costume Attendants,6430,22.93,47700.0,427647420,1.503575071258468e-05
2017,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",17950,12.34,25670.0,427647420,4.197382974975039e-05
2017,39-3099,"Entertainment Attendants and Related Workers, All Other",5390,13.95,29010.0,427647420,1.260384079950722e-05
2017,39-4000,Funeral Service Workers,64630,19.12,39780.0,427647420,0.0001511291708482656
2017,39-4010,Embalmers,4200,21.65,45040.0,427647420,9.821174648966665e-06
2017,39-4011,Embalmers,4200,21.65,45040.0,427647420,9.821174648966665e-06
2017,39-4020,Funeral Attendants,34970,13.04,27120.0,427647420,8.177297082722959e-05
2017,39-4021,Funeral Attendants,34970,13.04,27120.0,427647420,8.177297082722959e-05
2017,39-4030,"Morticians, Undertakers, and Funeral Directors",25460,27.07,56300.0,427647420,5.953502537206935e-05
2017,39-4031,"Morticians, Undertakers, and Funeral Directors",25460,27.07,56300.0,427647420,5.953502537206935e-05
2017,39-5000,Personal Appearance Workers,536550,14.35,29840.0,427647420,0.0012546550614054915
2017,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",370710,14.66,30480.0,427647420,0.0008668589652662934
2017,39-5011,Barbers,18810,14.65,30480.0,427647420,4.3984832177872135e-05
2017,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",351910,14.66,30490.0,427647420,0.0008228975168375855
2017,39-5090,Miscellaneous Personal Appearance Workers,165830,13.66,28410.0,427647420,0.00038777271239003383
2017,39-5091,"Makeup Artists, Theatrical and Performance",3540,33.32,69310.0,427647420,8.277847204129046e-06
2017,39-5092,Manicurists and Pedicurists,104020,12.01,24980.0,427647420,0.00024323775880607441
2017,39-5093,Shampooers,13330,10.41,21650.0,427647420,3.117053763588706e-05
2017,39-5094,Skincare Specialists,44940,16.89,35130.0,427647420,0.00010508656874394332
2017,39-6000,"Baggage Porters, Bellhops, and Concierges",78370,14.0,29110.0,427647420,0.00018325844219988513
2017,39-6010,"Baggage Porters, Bellhops, and Concierges",78370,14.0,29110.0,427647420,0.00018325844219988513
2017,39-6011,Baggage Porters and Bellhops,42620,12.55,26100.0,427647420,9.966153893784744e-05
2017,39-6012,Concierges,35750,15.72,32700.0,427647420,8.359690326203768e-05
2017,39-7000,Tour and Travel Guides,46140,14.03,29180.0,427647420,0.00010789261864364807
2017,39-7010,Tour and Travel Guides,92280,14.03,29180.0,427647420,0.00021578523728729614
2017,39-9000,Other Personal Care and Service Workers,3397990,12.63,26280.0,427647420,0.007945774582248152
2017,39-9010,Childcare Workers,562420,11.42,23760.0,427647420,0.0013151488204932932
2017,39-9011,Childcare Workers,562420,11.42,23760.0,427647420,0.0013151488204932932
2017,39-9020,Personal Care Aides,2035610,11.59,24100.0,427647420,0.004760019363615008
2017,39-9021,Personal Care Aides,2035610,11.59,24100.0,427647420,0.004760019363615008
2017,39-9030,Recreation and Fitness Workers,632430,16.79,34930.0,427647420,0.001478858448391902
2017,39-9031,Fitness Trainers and Aerobics Instructors,280080,21.02,43720.0,427647420,0.0006549320465910913
2017,39-9032,Recreation Workers,352350,13.44,27950.0,427647420,0.0008239264018008106
2017,39-9040,Residential Advisors,110720,13.87,28850.0,427647420,0.00025890487074609265
2017,39-9041,Residential Advisors,110720,13.87,28850.0,427647420,0.00025890487074609265
2017,39-9090,Miscellaneous Personal Care and Service Workers,56820,13.35,27760.0,427647420,0.00013286646275102046
2017,39-9099,"Personal Care and Service Workers, All Other",56820,13.35,27760.0,427647420,0.00013286646275102046
2017,41-1000,Supervisors of Sales Workers,1452010,24.27,50480.0,427647420,0.0033953437623919255
2017,41-1010,First-Line Supervisors of Sales Workers,1452010,24.27,50480.0,427647420,0.0033953437623919255
2017,41-1011,First-Line Supervisors of Retail Sales Workers,1200180,20.95,43580.0,427647420,0.002806470807189717
2017,41-1012,First-Line Supervisors of Non-Retail Sales Workers,251830,40.08,83370.0,427647420,0.0005888729552022084
2017,41-2000,Retail Sales Workers,8729350,12.29,25560.0,427647420,0.020412493076656466
2017,41-2010,Cashiers,3588960,10.65,22160.0,427647420,0.008392334040037001
2017,41-2011,Cashiers,3564920,10.64,22130.0,427647420,0.008336119507046248
2017,41-2012,Gaming Change Persons and Booth Cashiers,24050,12.48,25950.0,427647420,5.623791673991626e-05
2017,41-2020,Counter and Rental Clerks and Parts Salespersons,698300,14.85,30890.0,427647420,0.001632887204136529
2017,41-2021,Counter and Rental Clerks,445530,14.3,29740.0,427647420,0.0010418161765128854
2017,41-2022,Parts Salespersons,252770,15.83,32920.0,427647420,0.0005910710276236438
2017,41-2030,Retail Salespersons,4442090,13.2,27460.0,427647420,0.010387271832482937
2017,41-2031,Retail Salespersons,4442090,13.2,27460.0,427647420,0.010387271832482937
2017,41-3000,"Sales Representatives, Services",1983790,33.5,69680.0,427647420,0.004638844775446091
2017,41-3010,Advertising Sales Agents,136520,29.34,61020.0,427647420,0.000319234943589745
2017,41-3011,Advertising Sales Agents,136520,29.34,61020.0,427647420,0.000319234943589745
2017,41-3020,Insurance Sales Agents,386320,32.21,66990.0,427647420,0.0009033609977116196
2017,41-3021,Insurance Sales Agents,386320,32.21,66990.0,427647420,0.0009033609977116196
2017,41-3030,"Securities, Commodities, and Financial Services Sales Agents",389610,46.85,97440.0,427647420,0.0009110542511866434
2017,41-3031,"Securities, Commodities, and Financial Services Sales Agents",389610,46.85,97440.0,427647420,0.0009110542511866434
2017,41-3040,Travel Agents,67330,19.64,40840.0,427647420,0.00015744278312260131
2017,41-3041,Travel Agents,67330,19.64,40840.0,427647420,0.00015744278312260131
2017,41-3090,"Miscellaneous Sales Representatives, Services",1004020,30.31,63050.0,427647420,0.0023477751835846456
2017,41-3099,"Sales Representatives, Services, All Other",1004020,30.31,63050.0,427647420,0.0023477751835846456
2017,41-4000,"Sales Representatives, Wholesale and Manufacturing",1718580,34.88,72540.0,427647420,0.004018684363862174
2017,41-4010,"Sales Representatives, Wholesale and Manufacturing",1718580,34.88,72540.0,427647420,0.004018684363862174
2017,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",327190,44.24,92010.0,427647420,0.0007650928889036675
2017,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1391400,32.67,67960.0,427647420,0.003253614858707671
2017,41-9000,Other Sales and Related Workers,638860,23.72,49340.0,427647420,0.0014938941991044865
2017,41-9010,"Models, Demonstrators, and Product Promoters",88500,15.3,31830.0,427647420,0.00020694618010322615
2017,41-9011,Demonstrators and Product Promoters,84780,15.3,31830.0,427647420,0.0001982474254141414
2017,41-9012,Models,3710,15.32,31870.0,427647420,8.675370939920553e-06
2017,41-9020,Real Estate Brokers and Sales Agents,188490,30.35,63130.0,427647420,0.00044076028799612543
2017,41-9021,Real Estate Brokers,40530,36.5,75910.0,427647420,9.477433536252831e-05
2017,41-9022,Real Estate Sales Agents,147960,28.67,59630.0,427647420,0.0003459859526335971
2017,41-9030,Sales Engineers,70820,51.42,106950.0,427647420,0.00016560371158090933
2017,41-9031,Sales Engineers,70820,51.42,106950.0,427647420,0.00016560371158090933
2017,41-9040,Telemarketers,189670,13.3,27670.0,427647420,0.00044351957039750177
2017,41-9041,Telemarketers,189670,13.3,27670.0,427647420,0.00044351957039750177
2017,41-9090,Miscellaneous Sales and Related Workers,101380,18.89,39300.0,427647420,0.00023706444902672392
2017,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",7520,13.59,28260.0,427647420,1.7584579371483172e-05
2017,41-9099,"Sales and Related Workers, All Other",93860,19.32,40180.0,427647420,0.00021947986965524077
2017,43-1000,Supervisors of Office and Administrative Support Workers,1458380,28.14,58540.0,427647420,0.003410239210609525
2017,43-1010,First-Line Supervisors of Office and Administrative Support Workers,1458380,28.14,58540.0,427647420,0.003410239210609525
2017,43-1011,First-Line Supervisors of Office and Administrative Support Workers,1458380,28.14,58540.0,427647420,0.003410239210609525
2017,43-2000,Communications Equipment Operators,88680,15.09,31390.0,427647420,0.00020736708758818187
2017,43-2010,"Switchboard Operators, Including Answering Service",80380,14.69,30550.0,427647420,0.0001879585757818906
2017,43-2011,"Switchboard Operators, Including Answering Service",80380,14.69,30550.0,427647420,0.0001879585757818906
2017,43-2020,Telephone Operators,6310,18.47,38410.0,427647420,1.4755145722614204e-05
2017,43-2021,Telephone Operators,6310,18.47,38410.0,427647420,1.4755145722614204e-05
2017,43-2090,Miscellaneous Communications Equipment Operators,1980,20.63,42910.0,427647420,4.629982334512857e-06
2017,43-2099,"Communications Equipment Operators, All Other",1980,20.63,42910.0,427647420,4.629982334512857e-06
2017,43-3000,Financial Clerks,3044000,18.55,38580.0,427647420,0.007118013245584412
2017,43-3010,Bill and Account Collectors,271700,18.1,37650.0,427647420,0.0006353364647914865
2017,43-3011,Bill and Account Collectors,271700,18.1,37650.0,427647420,0.0006353364647914865
2017,43-3020,Billing and Posting Clerks,476010,18.49,38460.0,427647420,0.0011130898439653863
2017,43-3021,Billing and Posting Clerks,476010,18.49,38460.0,427647420,0.0011130898439653863
2017,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",1532340,19.76,41110.0,427647420,0.003583185419427995
2017,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1532340,19.76,41110.0,427647420,0.003583185419427995
2017,43-3040,Gaming Cage Workers,17030,13.57,28210.0,427647420,3.9822524826643407e-05
2017,43-3041,Gaming Cage Workers,17030,13.57,28210.0,427647420,3.9822524826643407e-05
2017,43-3050,Payroll and Timekeeping Clerks,152990,21.61,44950.0,427647420,0.0003577479784631929
2017,43-3051,Payroll and Timekeeping Clerks,152990,21.61,44950.0,427647420,0.0003577479784631929
2017,43-3060,Procurement Clerks,70510,20.35,42320.0,427647420,0.00016487881535681893
2017,43-3061,Procurement Clerks,70510,20.35,42320.0,427647420,0.00016487881535681893
2017,43-3070,Tellers,491150,13.89,28880.0,427647420,0.0011484928401999947
2017,43-3071,Tellers,491150,13.89,28880.0,427647420,0.0011484928401999947
2017,43-3090,Miscellaneous Financial Clerks,32260,20.49,42630.0,427647420,7.543597480372966e-05
2017,43-3099,"Financial Clerks, All Other",32260,20.49,42630.0,427647420,7.543597480372966e-05
2017,43-4000,Information and Record Clerks,5694680,16.79,34930.0,427647420,0.013316296869042258
2017,43-4010,Brokerage Clerks,58930,25.41,52850.0,427647420,0.000137800433824668
2017,43-4011,Brokerage Clerks,58930,25.41,52850.0,427647420,0.000137800433824668
2017,43-4020,Correspondence Clerks,6370,18.32,38100.0,427647420,1.4895448217599441e-05
2017,43-4021,Correspondence Clerks,6370,18.32,38100.0,427647420,1.4895448217599441e-05
2017,43-4030,"Court, Municipal, and License Clerks",133330,19.11,39760.0,427647420,0.0003117755276063632
2017,43-4031,"Court, Municipal, and License Clerks",133330,19.11,39760.0,427647420,0.0003117755276063632
2017,43-4040,"Credit Authorizers, Checkers, and Clerks",34350,19.07,39670.0,427647420,8.032317837904879e-05
2017,43-4041,"Credit Authorizers, Checkers, and Clerks",34350,19.07,39670.0,427647420,8.032317837904879e-05
2017,43-4050,Customer Service Representatives,2767790,17.14,35650.0,427647420,0.006472130709919868
2017,43-4051,Customer Service Representatives,2767790,17.14,35650.0,427647420,0.006472130709919868
2017,43-4060,"Eligibility Interviewers, Government Programs",140590,21.45,44620.0,427647420,0.000328752129499577
2017,43-4061,"Eligibility Interviewers, Government Programs",140590,21.45,44620.0,427647420,0.000328752129499577
2017,43-4070,File Clerks,118840,15.48,32200.0,427647420,0.00027789247506742823
2017,43-4071,File Clerks,118840,15.48,32200.0,427647420,0.00027789247506742823
2017,43-4080,"Hotel, Motel, and Resort Desk Clerks",253540,11.66,24250.0,427647420,0.0005928715763092876
2017,43-4081,"Hotel, Motel, and Resort Desk Clerks",253540,11.66,24250.0,427647420,0.0005928715763092876
2017,43-4110,"Interviewers, Except Eligibility and Loan",189600,16.62,34570.0,427647420,0.0004433558841533523
2017,43-4111,"Interviewers, Except Eligibility and Loan",189600,16.62,34570.0,427647420,0.0004433558841533523
2017,43-4120,"Library Assistants, Clerical",94140,13.54,28170.0,427647420,0.00022013461463183854
2017,43-4121,"Library Assistants, Clerical",94140,13.54,28170.0,427647420,0.00022013461463183854
2017,43-4130,Loan Interviewers and Clerks,227430,19.52,40610.0,427647420,0.0005318166072415449
2017,43-4131,Loan Interviewers and Clerks,227430,19.52,40610.0,427647420,0.0005318166072415449
2017,43-4140,New Accounts Clerks,41680,17.58,36560.0,427647420,9.746346651641205e-05
2017,43-4141,New Accounts Clerks,41680,17.58,36560.0,427647420,9.746346651641205e-05
2017,43-4150,Order Clerks,169120,16.99,35330.0,427647420,0.0003954659658650577
2017,43-4151,Order Clerks,169120,16.99,35330.0,427647420,0.0003954659658650577
2017,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",134570,19.57,40700.0,427647420,0.0003146751125027248
2017,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",134570,19.57,40700.0,427647420,0.0003146751125027248
2017,43-4170,Receptionists and Information Clerks,1014900,14.25,29640.0,427647420,0.002373216702675302
2017,43-4171,Receptionists and Information Clerks,1014900,14.25,29640.0,427647420,0.002373216702675302
2017,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,148220,19.16,39850.0,427647420,0.00034659393011186645
2017,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,148220,19.16,39850.0,427647420,0.00034659393011186645
2017,43-4190,Miscellaneous Information and Record Clerks,161250,19.56,40690.0,427647420,0.0003770629552728273
2017,43-4199,"Information and Record Clerks, All Other",161250,19.56,40690.0,427647420,0.0003770629552728273
2017,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",4152650,16.73,34790.0,427647420,0.009710452596674147
2017,43-5010,Cargo and Freight Agents,89920,21.62,44980.0,427647420,0.00021026667248454347
2017,43-5011,Cargo and Freight Agents,89920,21.62,44980.0,427647420,0.00021026667248454347
2017,43-5020,Couriers and Messengers,76710,14.42,30000.0,427647420,0.00017937673983862688
2017,43-5021,Couriers and Messengers,76710,14.42,30000.0,427647420,0.00017937673983862688
2017,43-5030,Dispatchers,293970,20.24,42110.0,427647420,0.0006874120741801739
2017,43-5031,"Police, Fire, and Ambulance Dispatchers",95450,20.2,42020.0,427647420,0.00022319788577234958
2017,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",198520,20.26,42150.0,427647420,0.00046421418840782435
2017,43-5040,"Meter Readers, Utilities",33860,20.87,43410.0,427647420,7.917737467000268e-05
2017,43-5041,"Meter Readers, Utilities",33860,20.87,43410.0,427647420,7.917737467000268e-05
2017,43-5050,Postal Service Workers,531750,24.04,50010.0,427647420,0.0012434308618066725
2017,43-5051,Postal Service Clerks,82890,23.91,49730.0,427647420,0.0001938278968221064
2017,43-5052,Postal Service Mail Carriers,336900,24.05,50020.0,427647420,0.0007877985093421118
2017,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",111960,24.12,50160.0,427647420,0.00026180445564245424
2017,43-5060,"Production, Planning, and Expediting Clerks",336000,23.57,49020.0,427647420,0.0007856939719173332
2017,43-5061,"Production, Planning, and Expediting Clerks",336000,23.57,49020.0,427647420,0.0007856939719173332
2017,43-5070,"Shipping, Receiving, and Traffic Clerks",671780,16.25,33790.0,427647420,0.0015708735013530539
2017,43-5071,"Shipping, Receiving, and Traffic Clerks",671780,16.25,33790.0,427647420,0.0015708735013530539
2017,43-5080,Stock Clerks and Order Fillers,2046040,13.2,27450.0,427647420,0.004784408613993275
2017,43-5081,Stock Clerks and Order Fillers,2046040,13.2,27450.0,427647420,0.004784408613993275
2017,43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",72630,15.54,32330.0,427647420,0.0001698361701796307
2017,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",72630,15.54,32330.0,427647420,0.0001698361701796307
2017,43-6000,Secretaries and Administrative Assistants,3613300,19.74,41060.0,427647420,0.008449250085502678
2017,43-6010,Secretaries and Administrative Assistants,3613300,19.74,41060.0,427647420,0.008449250085502678
2017,43-6011,Executive Secretaries and Executive Administrative Assistants,596080,28.56,59400.0,427647420,0.001393858520180012
2017,43-6012,Legal Secretaries,185870,23.37,48600.0,427647420,0.00043463374571510335
2017,43-6013,Medical Secretaries,576520,17.25,35870.0,427647420,0.0013481199068148242
2017,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2254820,17.75,36920.0,427647420,0.0052726145290435756
2017,43-9000,Other Office and Administrative Support Workers,3913800,16.73,34800.0,427647420,0.009151931747887079
2017,43-9010,Computer Operators,40400,21.79,45320.0,427647420,9.447034662339364e-05
2017,43-9011,Computer Operators,40400,21.79,45320.0,427647420,9.447034662339364e-05
2017,43-9020,Data Entry and Information Processing Workers,245300,16.73,34800.0,427647420,0.0005736033669979817
2017,43-9021,Data Entry Keyers,180100,15.64,32530.0,427647420,0.0004211413224473563
2017,43-9022,Word Processors and Typists,65200,19.74,41070.0,427647420,0.00015246204455062536
2017,43-9030,Desktop Publishers,12000,21.72,45170.0,427647420,2.8060498997047613e-05
2017,43-9031,Desktop Publishers,12000,21.72,45170.0,427647420,2.8060498997047613e-05
2017,43-9040,Insurance Claims and Policy Processing Clerks,277130,19.76,41090.0,427647420,0.0006480338405876505
2017,43-9041,Insurance Claims and Policy Processing Clerks,277130,19.76,41090.0,427647420,0.0006480338405876505
2017,43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",85800,15.0,31200.0,427647420,0.00020063256782889045
2017,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",85800,15.0,31200.0,427647420,0.00020063256782889045
2017,43-9060,"Office Clerks, General",2967620,16.3,33910.0,427647420,0.006939408169468204
2017,43-9061,"Office Clerks, General",2967620,16.3,33910.0,427647420,0.006939408169468204
2017,43-9070,"Office Machine Operators, Except Computer",54950,15.96,33190.0,427647420,0.00012849370165731388
2017,43-9071,"Office Machine Operators, Except Computer",54950,15.96,33190.0,427647420,0.00012849370165731388
2017,43-9080,Proofreaders and Copy Markers,11420,19.43,40410.0,427647420,2.6704241545523648e-05
2017,43-9081,Proofreaders and Copy Markers,11420,19.43,40410.0,427647420,2.6704241545523648e-05
2017,43-9110,Statistical Assistants,10110,23.6,49090.0,427647420,2.3640970405012616e-05
2017,43-9111,Statistical Assistants,10110,23.6,49090.0,427647420,2.3640970405012616e-05
2017,43-9190,Miscellaneous Office and Administrative Support Workers,209070,17.96,37360.0,427647420,0.0004888840437760621
2017,43-9199,"Office and Administrative Support Workers, All Other",209070,17.96,37360.0,427647420,0.0004888840437760621
2017,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",20750,24.11,50160.0,427647420,4.852127951572817e-05
2017,45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",20750,24.11,50160.0,427647420,4.852127951572817e-05
2017,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",20750,24.11,50160.0,427647420,4.852127951572817e-05
2017,45-2000,Agricultural Workers,404610,12.78,26580.0,427647420,0.0009461298749329529
2017,45-2010,Agricultural Inspectors,13960,21.6,44930.0,427647420,3.264371383323206e-05
2017,45-2011,Agricultural Inspectors,13960,21.6,44930.0,427647420,3.264371383323206e-05
2017,45-2020,Animal Breeders,1800,20.89,43450.0,427647420,4.2090748495571425e-06
2017,45-2021,Animal Breeders,1800,20.89,43450.0,427647420,4.2090748495571425e-06
